Weight_kg,Receptor_Healthy_uM,AUC_AngII_AT1R_Healthy
70.1322927438951,0.0636668045095722,0.000275253829733959
79.970625103407,0.0374155064303132,0.000170024041750005
80.7319052443078,0.0766937663385184,0.000349737780671518
76.2617317666545,0.043503398358463,0.000194006692257413
66.9273413236953,0.0920625598059222,0.000391658922728805
70.2375017781949,0.0763530078232321,0.000330238861071447
64.8178676598283,0.0860415008246945,0.000362322203135806
80.3217201240216,0.107213960128024,0.000487782124244875
75.1362114003228,0.0916503906015224,0.000406242131865913
79.1862595497424,0.126665955526779,0.000572894769155904
69.7595002815964,0.0914513339177541,0.000394554092759782
86.8107274590035,0.0652425126005343,0.000306749288631406
86.6184557442597,0.0872134963087219,0.000409580569272825
73.0331665480453,0.112847455565616,0.000494838635285875
66.1257905145755,0.0953882091957241,0.00040420702616429
69.1336588381293,0.102756574076167,0.000441910721809936
73.9991852847835,0.0767442053605942,0.000338263649742892
73.4831457267866,0.0694919443827351,0.000305520588075117
69.2729228987776,0.0633375600838541,0.000272661978263075
76.0416564054829,0.0850633784553849,0.00037879353443455
71.0365950794664,0.0855743192094102,0.00037157906042827
64.9270162398062,0.102040256753385,0.00042986350679062
71.9056801937584,0.090312394448571,0.000393850609086024
73.4464920087615,0.0305454669596859,0.000134311446689054
80.9026823218728,0.0867340188260243,0.000395830837819663
68.2906949118215,0.135243649972854,0.000579040047696303
74.5426001067625,0.0472806977891629,0.000209021214085999
75.8166335435639,0.0619519622745702,0.000275616317584093
58.9657270840743,0.0510837175129725,0.000209396191357106
76.7278409638459,0.138539928740538,0.000618798943054127
67.1905041345594,0.0400136154686334,0.000170521538821433
71.6157820369353,0.0784146721063506,0.000341500087822901
91.2508694072292,0.0762767008065944,0.000366541383875125
84.6735323645077,0.0794047451194736,0.000369332030221912
79.6890762713357,0.135901384609037,0.000616177106846209
72.7828894187864,0.0740806250632645,0.000324535869622277
67.8959477564196,0.101253613803083,0.000432788489118049
76.6884777648878,0.075715237173998,0.000338296355018985
72.3263381021944,0.0425075924608344,0.000185840039908942
64.6973264939394,0.11381000124557,0.000478870414293239
73.7474219383816,0.119376839178899,0.000525324372323306
67.7395776130388,0.0622890322460292,0.000266119389905929
81.6604833100003,0.133674060011817,0.000612141001075192
70.6510321734575,0.076797157351349,0.00033284748241498
78.5519843396687,0.0484334676118195,0.00021849846579787
70.1890331724729,0.0952568445900644,0.000411839939263217
74.186365309094,0.0614144349006965,0.000270985200508703
74.9853773639608,0.0813073254278079,0.000360151954366451
71.6524051290636,0.111959983611434,0.000487549739755532
88.9207026977282,0.123367827488362,0.00058584273687398
79.5028459007597,0.0488293245023596,0.000221345439366082
82.2739010905273,0.0635803778777051,0.000292231688940704
88.5828246785878,0.0899257228697369,0.000426442315788922
76.6140051074878,0.088360649936544,0.000394608214795792
81.2172274104607,0.0850418360944857,0.00038873055322332
64.2972155967977,0.111320420858646,0.000467505472451569
67.1911499105865,0.103555944542262,0.000441093315793413
55.2174202825155,0.108224903628747,0.000436429550196133
68.2812037267076,0.0588245028665048,0.000251999567034308
70.7428883736409,0.0713332431912182,0.000309321710291901
68.7439291922709,0.121085876423962,0.000519651461773523
81.7029276885879,0.103615612654791,0.000474715896563287
67.9265497881085,0.0632273861296257,0.000270377229708029
68.5887369903571,0.107825715086034,0.000462437927250434
74.5858460069427,0.0567669384526622,0.000250993844795936
67.9526394499489,0.112242613413077,0.000479852328023098
77.824918526568,0.0678171230728015,0.000304774037058242
71.4675154770812,0.0912278391084586,0.000396967958706809
83.4960038889433,0.0655564214031679,0.000303161920427134
79.0871587769642,0.100222207887197,0.000453166316350706
68.9098374738203,0.0989071754122024,0.000424894396990071
79.5330629934561,0.0866937339134428,0.000392921399542382
80.7433799494187,0.0726547077698809,0.000331348820234972
80.4769745161153,0.0605269502715991,0.000275696303388478
58.0595882234688,0.0875579770106885,0.000357376745533493
70.3042022218723,0.113252793448902,0.000489857774602955
59.9736922070194,0.121302905156836,0.000499204760040368
85.6472800003809,0.0586124279702218,0.000274000942603291
76.4108613782521,0.0925604004576244,0.000412923812522366
72.1266625462238,0.0990563083621166,0.000432432360260548
65.8719240953176,0.093638019295348,0.000396306856581903
68.9938225612409,0.033847912771187,0.000145546189658966
69.3818961807044,0.136963276671902,0.000589577849010873
79.3731352349718,0.123912009350519,0.000560979570277779
76.1096460375062,0.104626822568511,0.000465998232343484
82.8209221260038,0.0992352128052708,0.000457229062380061
73.3784328285168,0.0874360152677364,0.000384150293555706
57.7747028960142,0.0606538950148867,0.000247311913686509
80.798988101174,0.112593148891142,0.000513465483536179
81.0650437822197,0.122996828073876,0.000561610661453919
74.8209814533729,0.027886328781743,0.000123475208117139
78.1143885653267,0.0549896005784032,0.00024751398884345
73.8522997792524,0.0709403853610635,0.000312465980611886
74.5163196936229,0.0712395065400035,0.000314835846091755
73.0951860225683,0.0403532453608404,0.000177108130632158
64.3689041041196,0.0629483919335928,0.000264552606918415
68.3926023921395,0.0714880569866073,0.000306386140757411
57.5421166757152,0.124837149722509,0.000508247480211866
76.7547519181807,0.103984307190673,0.000464651859452885
69.6046730087483,0.0234206297050005,0.000101023249577446
