Weight_kg,Receptor_Diseased_uM,AUC_AngII_AT1R_Diseased
70.1322927438951,0.192918787848187,0.000833179448218268
79.970625103407,0.222358370616232,0.00100887887661901
80.7319052443078,0.188738277798235,0.000859866092544404
76.2617317666545,0.200854064856863,0.000894548899796266
66.9273413236953,0.161282695572838,0.000685755078837691
70.2375017781949,0.165908576798106,0.000717061482371776
64.8178676598283,0.147797642743609,0.000622070154271813
80.3217201240216,0.141513292522607,0.000643641483230604
75.1362114003228,0.18051946628727,0.000799562723524414
79.1862595497424,0.113076301784289,0.000511488962211577
69.7595002815964,0.0933653889389129,0.000402805840199275
86.8107274590035,0.177467568483621,0.00083359120140133
86.6184557442597,0.144048874297569,0.000676173819081842
73.0331665480453,0.201862318559402,0.000884512387736202
66.1257905145755,0.125746081921736,0.00053271829033828
69.1336588381293,0.13896964572299,0.000597466472783576
73.9991852847835,0.162068365264422,0.000713847105374642
73.4831457267866,0.137312376732223,0.000603357078901303
69.2729228987776,0.174183989722163,0.000749167966625362
76.0416564054829,0.17571989753757,0.000781906649581399
71.0365950794664,0.138843085304803,0.000602623233874534
64.9270162398062,0.185422708092105,0.000780604307512262
71.9056801937584,0.14985988341655,0.00065321463087456
73.4464920087615,0.149562491505699,0.00065699940799724
80.9026823218728,0.185945629633444,0.000847890564802058
68.2906949118215,0.171244021442928,0.00073296153535183
74.5426001067625,0.17306347198743,0.000764297618255112
75.8166335435639,0.153272312144932,0.000681372146514573
58.9657270840743,0.167726094367368,0.000686886862114592
76.7278409638459,0.167479735464422,0.000747877168209884
67.1905041345594,0.173691699919726,0.000739401546168333
71.6157820369353,0.182161782530009,0.000792654042130584
91.2508694072292,0.221752097901875,0.00106425378028701
84.6735323645077,0.166054261076235,0.000771787845922608
79.6890762713357,0.147566360997032,0.000669000081885014
72.7828894187864,0.223022635933145,0.000975827538090977
67.8959477564196,0.196006237373461,0.00083714749105467
76.6884777648878,0.249389604643119,0.00111267936921285
72.3263381021944,0.0987350907934628,0.000431463873715426
64.6973264939394,0.186631501111907,0.000784819785054775
73.7474219383816,0.251137088286316,0.00110393351475517
67.7395776130388,0.139372288453672,0.000595073414253611
81.6604833100003,0.150750691284436,0.000690241745383255
70.6510321734575,0.132486516374267,0.000573954298135512
78.5519843396687,0.135801631126179,0.000612200039966415
70.1890331724729,0.19417787598112,0.000838846680650503
74.186365309094,0.167684843857793,0.000739245519330412
74.9853773639608,0.149163773202189,0.000660352978544175
71.6524051290636,0.173337569450898,0.000754447843004428
88.9207026977282,0.163306883492746,0.000775234248846963
79.5028459007597,0.165687208438928,0.000750330785540129
82.2739010905273,0.137346833903485,0.000630884483655481
88.5828246785878,0.169094571269526,0.000801325610092164
76.6140051074878,0.156466800343799,0.00069836432798364
81.2172274104607,0.147571320269436,0.000674197252195885
64.2972155967977,0.164396934553414,0.000690110790910534
67.1911499105865,0.181312948693572,0.000771801131865611
55.2174202825155,0.17173161656115,0.000692178613768019
68.2812037267076,0.171543736257905,0.000734207777494409
70.7428883736409,0.148622025101706,0.000644062473908411
68.7439291922709,0.128683866626299,0.000552221967659823
81.7029276885879,0.219432916281796,0.00100434418915502
67.9265497881085,0.168237458212504,0.000718815613710156
68.5887369903571,0.200589922151187,0.000859630881378933
74.5858460069427,0.180951615051682,0.000799251653302784
67.9526394499489,0.15844675029005,0.000677125699550808
77.824918526568,0.13695721790512,0.000615139405901261
71.4675154770812,0.183305321300693,0.000797029400609282
83.4960038889433,0.167993920776782,0.000776202369478026
79.0871587769642,0.139477999228571,0.000630455575460659
68.9098374738203,0.203629722303465,0.000874033103586916
79.5330629934561,0.209097071545888,0.000946716799604257
80.7433799494187,0.163396694958553,0.000744616594136306
80.4769745161153,0.148482859392319,0.000675831174903946
58.0595882234688,0.169619210299718,0.000691868505535402
70.3042022218723,0.174334662652001,0.000753679766249149
59.9736922070194,0.08225642585028,0.000338616463303761
85.6472800003809,0.170132680602797,0.000794571633023295
76.4108613782521,0.10480670415511,0.000467509512109888
72.1266625462238,0.186295181266169,0.00081269407121172
65.8719240953176,0.15354053114524,0.000649518274050949
68.9938225612409,0.175744249996047,0.000754824234562156
69.3818961807044,0.180231414476061,0.00077556042315299
79.3731352349718,0.124798129061054,0.000564986711395653
76.1096460375062,0.12893930416719,0.000574166527917742
82.8209221260038,0.129124049320069,0.000594790799178609
73.3784328285168,0.146718019479896,0.000644299578028558
57.7747028960142,0.194658672725783,0.000792868581031157
80.798988101174,0.179539832921365,0.000818299009086623
81.0650437822197,0.134443889932634,0.000613821657669526
74.8209814533729,0.195941227674082,0.000866381059550039
78.1143885653267,0.190598983729585,0.00085693301456633
73.8522997792524,0.148679282927541,0.000654457882728473
74.5163196936229,0.179363882969266,0.000791969880519039
73.0951860225683,0.183481282144492,0.000804339942823882
64.3689041041196,0.173779470290407,0.000729693463038471
68.3926023921395,0.156188141428328,0.000668934916544596
57.5421166757152,0.107109063348235,0.000436132008263543
76.7547519181807,0.194097288705981,0.000866659183294495
69.6046730087483,0.163273561191739,0.000703464890826451
